Date,BTC-USD,ETH-USD,VUS.TO,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2016-05-16,453.7829895019531,12.198800086975098,40.91999816894531,29.23,29.41,727.29,66.11,10.8358,3.91,23.48,54.19,102.74,39.6
2016-05-17,454.6189880371094,13.558600425720215,40.52000045776367,28.95,30.04,722.15,67.8,10.93,3.95,24.1306,52.62,101.34,40.376
2016-05-18,438.7149963378906,14.769700050354004,40.369998931884766,28.78,29.8,730.01,63.41,11.19,3.91,23.86,52.19,104.0,39.95
2016-05-19,442.6759948730469,13.635600090026855,40.31999969482422,28.88,29.01,730.97,70.6,11.3609,3.81,24.14,50.72,102.14,38.4
2016-05-20,443.18798828125,14.015000343322754,40.650001525878906,29.2,28.83,722.3,71.92,11.3445,3.91,24.12,51.88,99.91,38.85
2016-05-24,449.5989990234375,12.526000022888184,41.13999938964844,29.5,29.13,735.5,70.77,11.61,4.2,25.404,53.34,101.27,40.07
2016-05-25,453.3840026855469,12.430399894714355,41.56999969482422,31.16,29.39,725.58,73.18,11.6671,4.31,26.11,54.2,102.68,39.46
2016-05-26,473.4639892578125,11.29580020904541,41.540000915527344,30.02,29.42,742.17,71.41,11.7016,4.45,25.7975,53.14,102.55,38.54
2016-05-27,530.0399780273438,11.892900466918945,41.65999984741211,29.9,29.81,739.02,73.71,11.892,4.7,25.9189,54.86,103.9,38.67
2016-05-31,536.9199829101562,14.001500129699707,41.720001220703125,29.6,29.26,742.73,71.77,11.83,4.59,25.257,54.0,100.2,39.37
2016-06-01,537.9719848632812,13.73799991607666,41.7599983215332,29.85,29.15,725.08,70.7,11.9077,4.55,24.737,55.27,103.16,39.2
2016-06-02,569.1939697265625,13.846699714660645,41.91999816894531,29.14,28.99,740.1,72.32,12.117,4.35,25.51,54.27,102.91,40.03
2016-06-03,572.7269897460938,13.740400314331055,41.81999969482422,29.28,29.61,753.87,72.15,12.14,4.35,25.46,53.35,102.65,39.67
2016-06-06,576.5969848632812,14.51200008392334,42.060001373291016,28.97,28.82,741.96,72.37,11.98,4.49,25.6764,52.34,98.82,38.6
2016-06-07,581.64501953125,14.417699813842773,42.099998474121094,28.78,27.93,730.88,72.75,11.8239,4.68,25.6931,53.7,100.2,38.22
2016-06-08,574.6300048828125,14.398599624633789,42.2400016784668,29.46,29.0,761.51,74.73,11.935,4.62,24.995,53.33,100.08,38.49
2016-06-09,577.469970703125,13.908599853515625,42.189998626708984,27.73,28.87,734.23,73.92,11.966,4.7,25.8996,53.65,98.82,38.34
2016-06-10,606.7269897460938,14.19159984588623,41.72999954223633,27.38,27.57,723.41,73.79,12.1,4.51,25.0108,51.73,97.81,37.83
2016-06-13,685.5590209960938,18.893199920654297,41.43000030517578,26.86,27.77,746.19,73.52,11.8515,4.5,24.531,50.49,99.36,37.91
2016-06-14,694.468994140625,18.354299545288086,41.119998931884766,26.27,27.15,752.2,71.47,12.17,4.52,25.539,50.95,100.1,37.35
2016-06-15,766.3079833984375,20.588600158691406,41.310001373291016,27.21,27.73,736.03,73.41,11.99,4.46,25.059,49.9,99.67,38.1
2016-06-16,748.9089965820312,15.376799583435059,41.150001525878906,26.17,27.76,725.08,74.4,12.076,4.98,24.6437,51.63,99.43,38.45
2016-06-17,756.2269897460938,11.330699920654297,41.130001068115234,27.21,28.36,717.69,73.52,11.71,5.51,24.3094,51.81,103.0,38.8
2016-06-20,666.6519775390625,13.306699752807617,41.459999084472656,27.3,28.1,735.36,71.3,12.45,5.3,24.483,51.91,100.86,38.53
2016-06-21,596.1160278320312,13.095100402832031,41.5,26.7,27.9,726.25,74.26,11.8702,5.64,24.4268,52.37,103.42,37.48
2016-06-22,623.9769897460938,13.676199913024902,41.41999816894531,27.0,26.95,718.9,73.12,12.183,5.02,24.0328,52.22,103.72,37.0
2016-06-23,665.2990112304688,14.332099914550781,41.81999969482422,27.1,28.26,747.18,72.7,12.3393,5.38,24.351,53.34,101.13,37.64
2016-06-24,665.1229858398438,14.282999992370605,40.45000076293945,26.52,27.41,728.43,73.68,11.5528,5.02,24.36,51.37,99.53,36.27
2016-06-27,647.0009765625,12.175600051879883,39.4900016784668,25.8,26.74,713.8,73.2,11.55,4.73,23.86,49.22,98.34,35.1
2016-06-28,639.8900146484375,12.611200332641602,40.29999923706055,26.3,27.64,738.75,73.26,11.497,5.18,23.419,50.1,100.21,36.77
2016-06-29,673.3369750976562,12.46150016784668,41.060001373291016,26.59,28.53,727.0,73.2,11.9607,5.26,24.1,51.82,97.51,36.6
2016-06-30,676.2960205078125,12.19950008392334,41.560001373291016,26.69,28.3,744.89,75.33,12.1188,5.17,24.9,53.45,101.91,37.66
2016-07-05,677.3309936523438,10.528900146484375,41.40999984741211,27.4,27.44,745.2,73.89,12.0332,5.03,24.5964,51.73,98.47,37.45
2016-07-06,640.56201171875,10.109399795532227,41.650001525878906,26.83,28.15,770.04,73.97,12.3034,5.27,24.6247,52.42,102.61,37.14
2016-07-07,666.5230102539062,11.394599914550781,41.630001068115234,27.21,28.56,762.55,75.01,12.6733,5.12,24.156,52.59,99.44,37.4
2016-07-08,650.9600219726562,10.965499877929688,42.290000915527344,28.43,28.86,747.54,74.81,13.1038,5.1,25.19,54.7,103.46,38.15
2016-07-11,664.551025390625,10.51609992980957,42.529998779296875,28.7,28.24,760.12,77.08,13.521,5.11,24.921,54.32,102.94,39.31
2016-07-12,654.468017578125,10.500499725341797,42.810001373291016,29.15,30.1,775.95,73.65,13.6,5.17,25.55,53.96,101.9,39.53
2016-07-13,658.0780029296875,11.513199806213379,42.79999923706055,29.35,32.02,753.39,76.37,13.478,5.32,24.9153,54.29,103.13,41.07
2016-07-14,663.2550048828125,11.951600074768066,42.9900016784668,29.05,30.6,743.1,74.4,13.62,5.29,24.8497,54.53,103.31,40.34
2016-07-15,660.7670288085938,11.652799606323242,42.939998626708984,28.19,30.82,744.83,73.94,13.777,5.2,25.316,54.9,100.1,40.58
2016-07-18,672.864013671875,11.619099617004395,43.06999969482422,30.8,31.15,759.46,75.49,13.3065,5.77,25.7486,56.19,102.49,40.5
2016-07-19,665.6849975585938,12.450599670410156,42.939998626708984,31.09,30.6,744.71,75.74,13.68,5.44,25.7803,53.58,102.46,41.19
2016-07-20,665.0120239257812,12.650699615478516,43.209999084472656,32.2,31.3,771.55,76.64,13.76,5.46,25.47,57.43,102.53,40.93
2016-07-21,650.6190185546875,14.66189956665039,42.970001220703125,32.03,30.11,746.39,74.71,13.64,5.23,25.0595,58.3,99.88,41.53
2016-07-22,655.5560302734375,14.299699783325195,43.2599983215332,31.16,31.0,755.12,73.73,13.8885,6.08,25.765,57.63,102.1,39.21
2016-07-25,651.7839965820312,11.989500045776367,43.119998931884766,30.94,31.39,773.97,76.22,13.92,6.9,25.301,57.78,98.04,38.75
2016-07-26,654.3519897460938,12.972800254821777,43.16999816894531,32.72,31.4,753.55,75.78,14.5938,7.01,24.5774,57.9,101.16,38.11
2016-07-27,655.0349731445312,12.843600273132324,43.209999084472656,31.97,30.39,760.49,74.49,14.543,7.0,26.523,57.3,100.66,37.54
2016-07-28,656.9920043945312,12.794599533081055,43.2599983215332,31.92,29.79,760.59,73.97,14.046,6.88,26.356,58.73,99.39,37.92
2016-07-29,655.0469970703125,12.461000442504883,43.29999923706055,31.91,30.48,766.25,76.36,14.37,6.95,26.2071,58.71,96.54,37.58
2016-08-02,566.35498046875,10.293899536132812,42.91999816894531,30.02,28.56,787.28,75.68,14.29,6.43,27.06,58.99,98.85,37.87
2016-08-03,578.2890014648438,11.042799949645996,43.0,29.75,28.35,780.07,74.37,14.3934,6.6,27.0296,59.64,99.62,36.99
2016-08-04,575.0430297851562,10.925399780273438,43.08000183105469,30.98,28.92,797.96,76.2,14.7696,6.57,27.1386,59.58,95.83,37.8
2016-08-05,587.7780151367188,10.881099700927734,43.439998626708984,30.69,29.35,802.54,76.66,14.71,6.67,27.5,60.19,99.24,39.6
2016-08-08,587.801025390625,12.24429988861084,43.43000030517578,30.67,29.71,788.83,74.69,14.939,6.86,28.3031,58.16,100.38,38.66
2016-08-09,592.10302734375,12.143199920654297,43.470001220703125,29.97,30.28,801.49,74.44,14.7922,6.7,28.2468,60.5,100.72,38.6
2016-08-10,589.1199951171875,11.690899848937988,43.34000015258789,31.47,30.5,801.76,74.22,14.6632,6.55,28.0,60.1,99.34,39.05
2016-08-11,587.5590209960938,11.778499603271484,43.58000183105469,31.56,30.3,803.22,75.1,15.123,6.85,28.1543,61.2,98.33,39.77
2016-08-12,585.5880126953125,11.57129955291748,43.4900016784668,31.69,31.3,784.64,75.54,16.15,7.06,28.266,58.7,98.27,40.18
2016-08-15,577.4390258789062,11.139699935913086,43.70000076293945,32.59,30.85,773.68,74.15,16.064,7.0,28.32,60.44,99.0,39.57
2016-08-16,573.2160034179688,10.752799987792969,43.4900016784668,31.33,30.2,794.2,73.68,15.7,7.05,28.482,59.17,97.5,38.48
2016-08-17,574.3179931640625,10.756099700927734,43.43000030517578,30.92,30.25,800.78,73.97,15.5732,6.94,28.139,59.4,100.32,39.09
2016-08-18,575.6300048828125,10.748700141906738,43.56999969482422,32.48,31.34,773.25,77.5,15.762,7.2,28.32,58.3,100.99,38.83
2016-08-19,581.697021484375,11.247400283813477,43.56999969482422,33.17,30.57,771.77,75.61,15.933,7.78,27.73,57.8,100.74,38.7
2016-08-22,583.4149780273438,11.030599594116211,43.560001373291016,31.79,30.69,794.65,76.3,16.24,7.67,28.0201,59.78,97.58,39.12
2016-08-23,580.1820068359375,11.03600025177002,43.68000030517578,32.25,31.12,799.57,74.9,15.9668,7.74,27.2555,59.56,96.1,38.25
2016-08-24,577.760986328125,11.357399940490723,43.439998626708984,32.52,30.5,774.36,73.2,15.568,7.66,28.2201,59.49,97.72,38.57
2016-08-25,579.6510009765625,11.29539966583252,43.400001525878906,33.19,30.9,767.47,71.41,15.9797,7.835,28.0133,59.69,96.91,38.31
2016-08-26,569.947021484375,11.148200035095215,43.36000061035156,29.38,30.9,777.0,72.67,16.0814,7.76,27.108,58.97,98.7,38.14
2016-08-29,577.5029907226562,11.228899955749512,43.560001373291016,29.86,29.92,784.76,72.0,15.5544,7.78,26.835,59.6,97.17,38.18
2016-08-30,575.4719848632812,11.67240047454834,43.43000030517578,29.31,30.63,798.79,73.81,15.8796,7.74,27.6,58.08,98.79,39.0
2016-08-31,572.302978515625,11.99489974975586,43.38999938964844,29.79,31.77,792.28,74.41,15.791,7.7,26.705,59.64,97.12,37.79
2016-09-01,575.5369873046875,12.11299991607666,43.36000061035156,28.71,30.65,789.08,73.42,15.8892,7.41,27.2773,58.9,97.68,37.74
2016-09-02,598.2119750976562,11.758700370788574,43.599998474121094,28.83,31.4,780.08,73.3,15.9931,7.52,28.1598,58.68,95.82,38.04
2016-09-06,614.5440063476562,11.547900199890137,43.709999084472656,29.18,31.43,822.13,76.0,16.07,7.36,27.484,58.02,94.6,38.54
2016-09-07,626.3159790039062,11.34589958190918,43.72999954223633,29.31,32.08,805.23,73.06,15.7389,7.03,27.64,59.26,97.54,39.26
2016-09-08,622.8610229492188,11.652799606323242,43.689998626708984,28.23,31.96,788.11,73.4,15.98,6.281,27.25,58.76,97.06,40.67
2016-09-09,623.5089721679688,12.168499946594238,42.63999938964844,27.47,30.7,774.23,71.3,15.34,6.2,27.0272,57.81,94.67,39.5
2016-09-12,609.2410278320312,11.918700218200684,43.15999984741211,28.26,31.0,794.04,75.29,15.6229,6.05,26.77,58.62,93.76,39.19
2016-09-13,610.6840209960938,11.923199653625488,42.349998474121094,28.23,32.35,791.09,72.63,15.148,6.02,27.9575,58.52,96.9,41.56
2016-09-14,607.155029296875,11.937000274658203,42.20000076293945,27.04,32.0,765.73,73.48,15.5,6.07,28.2542,58.3,93.86,41.4
2016-09-15,606.9730224609375,12.555800437927246,42.7599983215332,27.74,32.16,793.35,73.5,16.4306,6.3,29.983,59.27,96.6,42.44
2016-09-16,605.9840087890625,12.698599815368652,42.560001373291016,27.93,32.96,781.09,73.53,15.72,6.31,29.62,57.54,94.16,41.3
2016-09-19,608.31201171875,14.430299758911133,42.599998474121094,28.0,32.53,786.7,74.72,16.0873,6.23,28.811,58.5,94.13,40.33
2016-09-20,597.1489868164062,13.768500328063965,42.65999984741211,27.94,32.85,789.04,74.33,15.9883,6.31,28.5272,57.44,95.36,41.5
2016-09-21,596.2979736328125,13.247599601745605,43.09000015258789,28.32,32.3,805.11,72.4,16.521,6.37,29.5886,60.22,94.0,41.96
2016-09-22,602.8419799804688,13.331299781799316,43.369998931884766,29.44,32.57,822.5,73.03,16.605,6.66,28.673,58.75,97.1,41.38
2016-09-23,602.625,12.877900123596191,43.220001220703125,29.53,31.49,838.71,75.41,16.5452,6.82,28.576,60.09,97.62,41.67
2016-09-26,606.166015625,13.098299980163574,42.84000015258789,28.44,32.1,833.8,74.11,16.617,6.62,29.2,57.4,93.49,40.95
2016-09-27,604.72802734375,13.274800300598145,43.040000915527344,28.64,31.91,843.61,75.03,16.679,6.7,28.6906,59.39,93.72,41.99
2016-09-28,605.6929931640625,13.073399543762207,43.2400016784668,28.25,31.6,837.54,73.97,16.973,6.64,29.8052,58.51,94.8,41.73
2016-09-29,609.7349853515625,13.224800109863281,42.97999954223633,28.2,32.0,847.33,72.32,17.07,6.78,28.75,57.9,92.8,40.99
2016-09-30,613.9829711914062,13.172699928283691,43.27000045776367,28.02,32.59,862.82,74.12,17.38,7.02,28.8467,60.3,93.25,42.65
2016-10-03,610.2039794921875,13.277000427246094,43.06999969482422,27.91,33.69,846.68,72.55,17.4077,6.96,28.64,58.31,93.82,41.92
2016-10-04,612.510986328125,13.035699844360352,42.880001068115234,27.56,31.83,838.85,72.43,17.589,7.15,28.74,58.83,95.82,42.52
2016-10-05,613.02099609375,12.854299545288086,43.08000183105469,27.4,32.01,860.87,73.62,17.3496,7.02,29.3475,60.25,94.24,40.83
2016-10-06,617.1209716796875,12.667099952697754,43.08000183105469,26.68,34.01,866.78,71.96,17.59,7.12,28.9091,58.89,97.09,41.59
2016-10-07,619.1079711914062,12.219099998474121,42.900001525878906,26.91,33.61,875.08,69.4,17.4159,7.0,29.724,60.4,96.62,41.05
2016-10-11,636.1920166015625,11.933500289916992,42.560001373291016,27.24,32.6,869.0,68.48,16.9104,6.6,29.476,57.91,92.09,39.31
2016-10-12,636.7860107421875,11.963000297546387,42.599998474121094,27.39,32.8,866.09,68.77,17.3648,6.73,29.675,57.29,95.23,40.94
2016-10-13,640.3779907226562,11.938199996948242,42.439998626708984,26.7,32.84,850.8,68.98,16.711,6.62,29.578,58.34,94.68,39.4
2016-10-14,638.64599609375,11.983400344848633,42.52000045776367,26.03,32.98,859.34,71.56,16.9701,6.85,30.4841,58.49,92.9,39.35
2016-10-17,637.9600219726562,12.588500022888184,42.34000015258789,25.4,32.46,842.84,70.65,16.8368,6.89,29.9386,58.09,92.96,41.1
2016-10-18,630.52001953125,12.022600173950195,42.630001068115234,25.46,32.9,847.8,70.56,17.1495,7.01,30.2132,59.49,91.65,41.8
2016-10-19,630.8569946289062,12.098999977111816,42.75,25.0,31.56,839.66,69.2,17.1511,6.89,30.11,58.8,94.24,40.36
2016-10-20,632.8280029296875,12.175399780273438,42.66999816894531,25.33,32.2,850.01,70.34,16.9944,7.06,29.349,57.67,92.9,41.99
2016-10-21,657.2940063476562,12.071499824523926,42.619998931884766,25.48,32.3,823.55,68.7,17.485,6.78,29.46,60.77,97.39,45.77
2016-10-24,657.5880126953125,11.413999557495117,42.81999969482422,26.31,32.7,853.66,70.08,18.1549,7.118,30.6539,64.0,93.79,45.62
2016-10-25,678.3040161132812,11.531999588012695,42.65999984741211,24.86,32.7,846.73,71.95,18.6778,7.7,30.6614,61.7,93.06,43.87
2016-10-26,688.31298828125,11.499699592590332,42.54999923706055,25.45,32.0,838.43,69.66,18.44,7.41,28.9747,61.22,96.69,43.72
2016-10-27,689.6510009765625,11.085100173950195,42.36000061035156,24.11,32.15,825.14,69.96,18.02,7.44,29.07,61.1,95.61,42.17
2016-10-28,714.47900390625,10.444600105285645,42.279998779296875,24.4,31.42,808.05,71.43,18.33,7.6,29.65,62.03,94.84,41.95
2016-10-31,700.9719848632812,10.998200416564941,42.279998779296875,25.25,32.46,818.38,70.74,17.82,7.44,29.434,60.44,95.84,42.58
2016-11-01,729.7930297851562,10.76609992980957,41.970001220703125,24.39,31.9,807.88,72.5,17.706,7.3,27.9779,60.1,95.8,41.71
2016-11-02,740.8289794921875,10.752599716186523,41.65999984741211,21.25,31.4,769.71,71.06,17.51,6.83,28.0968,59.79,95.63,41.87
2016-11-03,688.7000122070312,10.800999641418457,41.43000030517578,21.04,32.0,787.73,70.43,17.53,6.8,28.3579,62.1,95.77,41.36
2016-11-04,703.2349853515625,11.090700149536133,41.45000076293945,20.75,32.1,786.6,69.53,17.3375,6.89,28.18,59.26,96.09,41.2
2016-11-07,703.1309814453125,10.808799743652344,42.33000183105469,22.14,32.1,807.91,73.15,18.5165,7.04,28.2284,62.58,95.19,41.72
2016-11-08,709.8480224609375,10.833700180053711,42.54999923706055,21.92,33.58,812.26,72.53,18.62,7.0,28.231,63.0,95.7,42.78
2016-11-09,723.2730102539062,10.655500411987305,43.060001373291016,22.4,34.4,779.71,71.9,18.08,7.19,28.14,62.22,96.26,41.35
2016-11-10,715.5339965820312,10.524499893188477,43.220001220703125,22.52,33.4,752.02,74.6,17.6536,6.392,27.0687,61.6,98.65,41.02
2016-11-11,716.4110107421875,10.289899826049805,43.279998779296875,23.4,35.4,761.22,73.87,22.9501,6.775,27.3617,60.23,99.19,40.19
2016-11-14,705.02099609375,9.966480255126953,43.380001068115234,23.62,34.8,744.6,71.28,21.79,7.01,26.5796,60.53,101.8,39.91
2016-11-15,711.6190185546875,10.217499732971191,43.65999984741211,23.09,34.95,749.24,71.71,21.9804,7.14,27.1058,60.02,99.8,40.44
2016-11-16,744.197998046875,10.059100151062012,43.59000015258789,24.19,34.9,756.43,72.43,23.5541,7.94,27.8262,59.89,100.06,40.65
2016-11-17,740.9769897460938,9.991180419921875,43.84000015258789,24.18,36.2,781.1,71.12,23.8782,8.52,27.8353,62.65,100.35,41.11
2016-11-18,751.5850219726562,9.476160049438477,43.75,24.35,36.41,797.22,69.84,24.38,9.07,27.648,61.59,100.39,41.04
2016-11-21,739.2479858398438,9.620820045471191,44.04999923706055,24.29,36.38,802.0,69.7,23.785,9.11,29.262,63.49,101.13,41.09
2016-11-22,751.3469848632812,9.905719757080078,44.22999954223633,24.53,36.4,811.08,70.92,23.4805,9.11,29.24,62.83,97.96,40.93
2016-11-23,744.593994140625,9.843620300292969,44.279998779296875,27.29,34.9,797.55,72.21,24.5673,9.2,28.4701,60.6,99.29,40.31
2016-11-25,741.6489868164062,9.402050018310547,44.91999816894531,26.01,35.8,791.07,72.7,23.69,9.01,28.1119,61.87,103.13,42.08
2016-11-28,735.81298828125,8.724820137023926,44.18000030517578,26.31,34.4,780.27,71.6,23.837,9.12,28.8726,60.69,102.6,40.35
2016-11-29,735.60400390625,8.17411994934082,44.27000045776367,24.88,35.01,773.41,71.57,24.0241,9.17,28.992,62.22,103.89,41.05
2016-11-30,745.6909790039062,8.587539672851562,44.220001220703125,24.81,34.63,752.68,73.31,23.8,9.25,28.88,62.38,102.8,40.58
2016-12-01,756.7739868164062,8.452500343322754,43.88999938964844,24.87,34.1,770.3,71.35,22.92,8.63,27.4293,60.9,99.27,40.18
2016-12-02,777.9439697265625,7.759960174560547,43.95000076293945,25.13,33.36,768.31,71.55,22.439,8.76,28.038,61.79,102.6,39.06
2016-12-05,758.7000122070312,6.821660041809082,44.279998779296875,25.53,34.7,782.04,70.75,24.06,9.1,28.3205,62.78,101.01,39.06
2016-12-06,764.2239990234375,7.868929862976074,44.5,26.08,35.1,791.25,70.39,24.0158,9.66,27.8197,60.37,101.12,40.27
2016-12-07,768.1320190429688,8.38148021697998,45.0099983215332,26.66,33.41,791.1,71.2,23.9477,9.96,28.1904,61.98,103.39,39.52
2016-12-08,770.8099975585938,8.230509757995605,45.220001220703125,26.97,32.3,779.31,71.78,23.55,10.83,28.83,62.38,106.63,39.73
2016-12-09,772.7940063476562,8.446009635925293,45.310001373291016,27.04,33.4,795.56,73.07,23.977,10.48,28.6394,64.16,108.29,41.61
2016-12-12,780.0869750976562,8.522210121154785,45.290000915527344,27.67,33.85,763.42,72.75,22.8439,11.05,29.233,65.27,105.43,40.98
2016-12-13,780.5560302734375,8.422849655151367,45.560001373291016,26.43,33.0,774.64,74.8,23.3256,10.88,28.9126,63.2,107.68,39.52
2016-12-14,781.4810180664062,8.265230178833008,45.20000076293945,26.0,32.91,792.44,73.7,24.6076,10.61,29.661,65.34,104.29,40.72
2016-12-15,778.0880126953125,7.828470230102539,45.369998931884766,26.01,34.0,762.0,71.56,25.5274,10.99,29.163,65.25,108.39,40.11
2016-12-16,784.906982421875,7.85821008682251,45.31999969482422,26.43,32.1,765.12,73.04,26.1697,10.77,29.4037,65.0,106.89,41.28
2016-12-19,792.7139892578125,7.643819808959961,45.43000030517578,26.2,33.7,769.0,74.86,26.0396,11.4,29.77,64.07,105.4,39.65
2016-12-20,800.8759765625,7.660039901733398,45.56999969482422,26.61,34.76,798.15,74.08,27.4846,11.89,30.5637,64.84,109.9,41.3
2016-12-21,834.281005859375,7.914400100708008,45.459999084472656,27.31,34.8,771.1,72.54,26.6059,11.94,30.463,66.61,108.98,40.5
2016-12-22,864.5399780273438,7.585000038146973,45.31999969482422,26.26,35.8,776.08,72.27,27.4472,12.1,30.2559,63.82,108.04,40.47
2016-12-23,921.9840087890625,7.166150093078613,45.380001068115234,26.42,36.5,795.87,69.7,27.923,11.85,30.51,65.9,106.37,40.5
2016-12-28,975.9210205078125,7.520110130310059,44.959999084472656,25.69,35.06,801.33,69.79,28.5433,11.69,30.06,64.93,107.9,41.39
2016-12-29,973.4970092773438,8.284159660339355,44.939998626708984,25.43,35.2,788.96,70.56,28.1851,11.65,30.187,65.3,106.78,39.99
2016-12-30,961.2379760742188,8.159979820251465,44.689998626708984,26.05,35.02,750.82,72.05,27.327,11.65,30.102,64.0,107.78,40.11
2017-01-03,1043.8399658203125,9.725250244140625,45.08000183105469,26.17,34.95,787.72,70.75,26.1782,11.99,30.3764,63.75,111.06,41.89
2017-01-04,1154.72998046875,11.25160026550293,45.43000030517578,26.64,35.4,787.91,71.51,26.6598,11.55,30.14,64.9,108.92,41.0
2017-01-05,1013.3800048828125,10.254400253295898,45.369998931884766,26.0,35.0,819.08,70.5,25.439,11.58,29.9389,62.5,112.5,42.76
2017-01-06,902.2009887695312,10.25469970703125,45.5099983215332,24.99,33.8,819.13,69.44,26.597,11.5,30.8491,65.31,112.39,43.34
2017-01-09,902.8280029296875,10.325599670410156,45.33000183105469,25.6,33.4,833.5,69.06,27.15,11.5,30.4661,64.44,109.84,42.3
2017-01-10,907.6790161132812,10.549599647521973,45.380001068115234,24.75,34.89,832.6,69.98,27.6661,11.72,29.9465,65.42,109.1,41.99
2017-01-11,777.7570190429688,9.71776008605957,45.45000076293945,25.42,35.9,808.72,71.89,27.2,11.4,31.1562,65.66,111.75,42.27
2017-01-12,804.833984375,9.861330032348633,45.369998931884766,25.05,35.0,818.53,69.59,26.27,11.0,31.0952,63.68,110.16,42.99
2017-01-13,823.9840087890625,9.769499778747559,45.5,23.24,35.14,827.67,68.28,26.2408,10.96,30.06,64.4,111.31,42.3
